team,key,value,eventTime,arrivalTime,processedTime
0,157382756,106,5445328,5445333,0
0,157384800,105,5445355,5445356,0
1,162619491,16,5445479,5445480,0
0,161582183,40,5445802,5445840,0
0,160533604,38,5446294,5446295,0
0,158434404,44,5446432,5446434,0
1,157378661,23,5446582,5446583,0
1,157378660,53,5446691,5446692,0
1,162622566,59,5447108,5447109,0
0,159482979,75,5447298,5447299,0
1,161570916,47,5447699,5447700,0
1,162623588,28,5447779,5447780,0
1,158425191,97,5447817,5447818,0
0,158436452,68,5447844,5447845,0
1,159473763,14,5448075,5448077,0
0,157384804,74,5448085,5448086,0
0,160532580,67,5448251,5448253,0
1,162622564,49,5448586,5448587,0
0,164725859,64,5448649,5448658,0
0,161582179,61,5448841,5448842,0
0,162629732,66,5448967,5448969,0
1,157379684,58,5449362,5449378,0
1,158426214,24,5449443,5449445,0
0,157384804,73,5449764,5449765,0
0,159485029,100,5449808,5449809,0
1,162622563,88,5450055,5450057,0
1,162619491,16,5450071,5450072,0
0,163678308,65,5450194,5450196,0
0,157382756,106,5450496,5450498,0
0,157384800,105,5450515,5450516,0
0,161582183,40,5450546,5450547,0
0,160533604,38,5451025,5451026,0
0,158434404,44,5451200,5451201,0
1,157378661,23,5451217,5451218,0
1,157378660,53,5451518,5451519,0
1,162622566,59,5451971,5451972,0
0,159482979,75,5452266,5452267,0
1,162623588,28,5452446,5452448,0
1,161570916,47,5452488,5452489,0
1,159473763,14,5452651,5452655,0
0,158436452,68,5452767,5452779,0
1,158425191,97,5452926,5452927,0
0,157384805,74,5453047,5453052,0
0,160532580,67,5453168,5453169,0
1,162622564,49,5453386,5453387,0
0,164725859,64,5453545,5453547,0
0,161582179,61,5453721,5453723,0
0,162629732,66,5453879,5453881,0
1,158426214,24,5454083,5454084,0
1,157379684,58,5454221,5454222,0
1,162619491,16,5454663,5454665,0
0,157384804,73,5454719,5454720,0
0,159485029,100,5454936,5454937,0
0,163678308,65,5455098,5455112,0
1,162622563,88,5455106,5455107,0
0,161582183,40,5455290,5455291,0
0,157382756,106,5455664,5455665,0
0,157384800,105,5455675,5455679,0
0,160533604,38,5455756,5455758,0
1,157378661,23,5455852,5455855,0
0,158434404,44,5455968,5455969,0
1,157378660,53,5456345,5456346,0
1,162622566,59,5456835,5456836,0
1,162623588,28,5457113,5457114,0
1,159473763,14,5457227,5457228,0
0,159482979,75,5457234,5457235,0
1,161570916,47,5457277,5457280,0
0,158436452,68,5457690,5457691,0
0,163676260,63,5457752,5457753,0
0,157384805,74,5458009,5458010,0
1,158425191,97,5458035,5458045,0
1,158425188,13,5458083,5458084,0
0,160532580,67,5458085,5458089,0
1,162622564,49,5458186,5458192,0
0,164725859,64,5458441,5458445,0
0,161582179,61,5458601,5458602,0
1,158426214,24,5458723,5458726,0
0,162629732,66,5458791,5458794,0
1,157379684,58,5459080,5459081,0
1,162619491,16,5459255,5459257,0
0,157384804,73,5459674,5459675,0
0,163678308,65,5460002,5460006,0
0,161582183,40,5460034,5460035,0
0,159485029,100,5460064,5460066,0
1,162622563,88,5460157,5460158,0
0,160533604,38,5460487,5460490,0
1,157378661,23,5460487,5460490,0
0,158434404,44,5460736,5460742,0
0,157382756,106,5460832,5460914,0
0,157384800,105,5460835,5460836,0
1,157378660,53,5461172,5461174,0
1,162622566,59,5461699,5461707,0
1,162623588,28,5461780,5461781,0
1,159473763,14,5461803,5461825,0
1,161570916,47,5462066,5462067,0
0,159482979,75,5462202,5462203,0
0,158436452,68,5462613,5462614,0
0,163676260,63,5462643,5462644,0
1,158425188,13,5462654,5462655,0
0,162629733,71,5462882,5462883,0
0,157384805,74,5462971,5462972,0
1,162622564,49,5462986,5462989,0
0,160532580,67,5463002,5463091,0
1,158425191,97,5463144,5463155,0
0,164725859,64,5463337,5463338,0
1,158426214,24,5463363,5463364,0
0,161582179,61,5463481,5463482,0
0,162629732,66,5463703,5463705,0
1,162619491,16,5463847,5463849,0
1,157379684,58,5463938,5463939,0
0,157384804,73,5464629,5464637,0
0,161582183,40,5464778,5464779,0
0,163678308,65,5464906,5464949,0
1,157378661,23,5465122,5465123,0
0,159485029,100,5465192,5465193,0
1,162622563,88,5465208,5465209,0
0,160533604,38,5465218,5465219,0
0,158434404,44,5465504,5465505,0
0,157384800,105,5465995,5466002,0
1,157378660,53,5465999,5466003,0
0,157382756,106,5466000,5466001,0
1,159473763,14,5466379,5466380,0
1,162623588,28,5466447,5466448,0
1,162622566,59,5466563,5466567,0
1,161570916,47,5466855,5466856,0
0,159482979,75,5467170,5467172,0
1,158425188,13,5467225,5467226,0
0,163676260,63,5467534,5467539,0
0,158436452,68,5467535,5467548,0
1,162622564,49,5467786,5467787,0
0,162629733,71,5467826,5467827,0
0,160532580,67,5467919,5467921,0
0,157384805,74,5467933,5467934,0
1,158426214,24,5468003,5468004,0
0,164725859,64,5468233,5468234,0
1,159473767,97,5468253,5468255,0
0,161582179,61,5468361,5468362,0
1,162619491,16,5468439,5468444,0
0,162629732,66,5468615,5468638,0
1,157379684,58,5468797,5468798,0
0,161582183,40,5469522,5469525,0
0,157384804,73,5469584,5469585,0
1,157378661,23,5469757,5469759,0
0,163678308,65,5469810,5469811,0
0,160533604,38,5469949,5469950,0
1,162622563,88,5470259,5470260,0
0,158434404,44,5470272,5470280,0
0,159485029,100,5470320,5470321,0
1,157378660,53,5470826,5470827,0
1,159473763,14,5470955,5470958,0
1,162623588,28,5471114,5471115,0
0,157384800,105,5471155,5471159,0
0,157382756,106,5471168,5471169,0
1,162622566,59,5471427,5471429,0
1,161570916,47,5471644,5471645,0
1,158425188,13,5471796,5472057,0
1,157379684,57,5472058,5472059,0
0,159482979,75,5472138,5472139,0
0,163676260,63,5472425,5472426,0
0,158436452,68,5472458,5472459,0
1,162622564,49,5472586,5472587,0
1,158426214,24,5472643,5472653,0
0,162629733,71,5472770,5474369,0
0,160532580,67,5472836,5472837,0
0,157384805,74,5472895,5472896,0
1,162619491,16,5473031,5473032,0
0,164725859,64,5473129,5473131,0
0,161582179,61,5473241,5473394,0
1,158425191,97,5473362,5473364,0
0,162629732,66,5473527,5473529,0
1,157379684,58,5473656,5473658,0
0,161582183,40,5474266,5474270,0
1,157378661,23,5474392,5474397,0
0,157384804,73,5474539,5474543,0
0,160533604,38,5474680,5474681,0
0,163678308,65,5474714,5474715,0
0,158434404,44,5475040,5475041,0
1,162622563,88,5475310,5475311,0
0,159485029,100,5475448,5475449,0
1,159473763,14,5475531,5475532,0
1,157378660,53,5475653,5475654,0
1,162623588,28,5475781,5475782,0
1,162622566,59,5476291,5476297,0
0,157384800,105,5476315,5476316,0
0,157382756,106,5476336,5476342,0
1,158425188,13,5476367,5476368,0
1,161570916,47,5476433,5476435,0
1,157379684,57,5476911,5476912,0
0,159482979,75,5477106,5477107,0
1,158426214,24,5477283,5477286,0
0,163676260,63,5477316,5477317,0
0,158436452,68,5477381,5477383,0
1,162622564,49,5477386,5477387,0
1,162619491,16,5477623,5477625,0
0,162629733,71,5477714,5477715,0
0,160532580,67,5477753,5477754,0
0,157384805,74,5477857,5477858,0
0,164725859,64,5478025,5478027,0
0,161582179,61,5478121,5478122,0
0,162629732,66,5478439,5478441,0
1,158425191,97,5478471,5478472,0
1,157379684,58,5478515,5478518,0
0,161582183,40,5479010,5479012,0
1,157378661,23,5479027,5479028,0
0,160533604,38,5479411,5479413,0
0,157384804,73,5479494,5479495,0
0,163678308,65,5479618,5479619,0
0,159485028,62,5479652,5479653,0
0,158434404,44,5479808,5479810,0
1,159473763,14,5480106,5480107,0
1,162622563,88,5480360,5480361,0
1,162623588,28,5480448,5480449,0
1,157378660,53,5480480,5480481,0
0,159485029,100,5480576,5480577,0
1,158425188,13,5480938,5480939,0
1,162622566,59,5481155,5481158,0
1,161570916,47,5481222,5481223,0
0,157384800,105,5481475,5481476,0
0,157382756,106,5481504,5481505,0
1,157379684,57,5481764,5481765,0
1,158426214,24,5481923,5481924,0
0,159482979,75,5482074,5482079,0
1,162622564,49,5482186,5482187,0
0,163676260,63,5482207,5482208,0
1,162619491,16,5482215,5482625,0
0,158436452,68,5482304,5482307,0
1,161570916,52,5482520,5482522,0
0,162629733,71,5482658,5482659,0
0,160532580,67,5482670,5482671,0
0,157384805,74,5482818,5482819,0
0,164725859,64,5482921,5482934,0
0,161582179,61,5483001,5483002,0
0,162629732,66,5483351,5483352,0
1,157379684,58,5483374,5483375,0
1,158425191,97,5483580,5483582,0
1,157378661,23,5483662,5483663,0
0,161582183,40,5483754,5483756,0
0,160533604,38,5484142,5484153,0
0,157384804,73,5484449,5484450,0
0,163678308,65,5484522,5484525,0
0,159485028,62,5484537,5484538,0
0,158434404,44,5484576,5484633,0
1,159473763,14,5484682,5484683,0
1,162623588,28,5485115,5485116,0
1,157378660,53,5485307,5485308,0
1,162622563,88,5485411,5485413,0
1,158425188,13,5485509,5485511,0
0,159485029,100,5485704,5485705,0
1,161570916,47,5486011,5486012,0
1,162622566,59,5486019,5486020,0
1,158426214,24,5486563,5486566,0
1,157379684,57,5486617,5486618,0
0,157384800,105,5486635,5486689,0
0,157382756,106,5486672,5486687,0
1,162619491,16,5486807,5486808,0
1,162622564,49,5486986,5486987,0
0,159482979,75,5487042,5487043,0
0,163676260,63,5487098,5487099,0
0,158436452,68,5487227,5487228,0
1,161570916,52,5487341,5487343,0
0,160532580,67,5487587,5487591,0
0,162629733,71,5487602,5487605,0
0,157384805,74,5487780,5487784,0
0,164725859,64,5487817,5487818,0
0,161582179,61,5487880,5487881,0
1,157379684,58,5488233,5488236,0
0,162629732,66,5488263,5488264,0
1,157378661,23,5488297,5488299,0
0,161582183,40,5488498,5488506,0
1,158425191,97,5488689,5488690,0
0,160533604,38,5488873,5488874,0
1,159473763,14,5489258,5489259,0
0,158434404,44,5489344,5489345,0
0,157384804,73,5489404,5489405,0
0,159485028,62,5489422,5489429,0
0,163678308,65,5489426,5489427,0
1,162623588,28,5489782,5489783,0
1,158425188,13,5490080,5490083,0
1,157378660,53,5490134,5490135,0
1,162622563,88,5490462,5490464,0
1,161570916,47,5490800,5490801,0
0,159485029,100,5490832,5490834,0
1,162622566,59,5490883,5490884,0
1,158426214,24,5491203,5491204,0
1,162619491,16,5491399,5491400,0
1,157379684,57,5491470,5491471,0
1,162622564,49,5491785,5491787,0
0,157384800,105,5491795,5491796,0
0,157382756,106,5491840,5491841,0
0,163676260,63,5491989,5491990,0
0,159482979,75,5492010,5492011,0
0,158436452,68,5492150,5492156,0
1,161570916,52,5492162,5492171,0
0,160532580,67,5492503,5492504,0
0,162629733,71,5492546,5492547,0
0,164725859,64,5492713,5492716,0
0,157384805,74,5492742,5492743,0
0,161582179,61,5492760,5492787,0
1,157378661,23,5492932,5492935,0
1,157379684,58,5493092,5493093,0
0,162629732,66,5493175,5493176,0
0,161582183,40,5493242,5493246,0
0,160533604,38,5493604,5493608,0
1,158425191,97,5493798,5493799,0
1,159473763,14,5493834,5493835,0
0,158434404,44,5494112,5494139,0
0,159485028,62,5494307,5494308,0
0,163678308,65,5494330,5494331,0
0,157384804,73,5494359,5494360,0
1,162623588,28,5494449,5494450,0
1,158425188,13,5494651,5494653,0
1,157378660,53,5494961,5494962,0
1,162622563,88,5495513,5495514,0
1,161570916,47,5495589,5495590,0
1,162622566,59,5495747,5495748,0
1,158426214,24,5495843,5495844,0
0,159485029,100,5495960,5495961,0
1,162619491,16,5495991,5495993,0
1,157379684,57,5496323,5496324,0
1,162622564,49,5496585,5496586,0
0,163676260,63,5496880,5496881,0
0,157384800,105,5496955,5496958,0
0,159482979,75,5496978,5496980,0
1,161570916,52,5496983,5496986,0
0,157382756,106,5497008,5497009,0
0,158436452,68,5497073,5497074,0
0,160532580,67,5497420,5497421,0
0,162629733,71,5497490,5497491,0
1,157378661,23,5497566,5497571,0
0,164725859,64,5497609,5497610,0
0,161582179,61,5497640,5497642,0
0,157384805,74,5497704,5497705,0
1,157379684,58,5497951,5497954,0
0,161582183,40,5497986,5497987,0
0,162629732,66,5498087,5498090,0
0,160533604,38,5498334,5498340,0
1,159473763,14,5498410,5498411,0
0,158434404,44,5498880,5498881,0
1,158425191,97,5498907,5498908,0
1,162623588,28,5499116,5499118,0
0,159485028,62,5499192,5499194,0
1,158425188,13,5499221,5499222,0
0,163678308,65,5499234,5499235,0
0,157384804,73,5499314,5499315,0
1,157378660,53,5499788,5499789,0
1,161570916,47,5500378,5500382,0
1,158426214,24,5500483,5500485,0
1,162622563,88,5500564,5500567,0
1,162619491,16,5500583,5500588,0
1,162622566,59,5500611,5500613,0
0,159485029,100,5501088,5501140,0
1,157379684,57,5501176,5501177,0
1,162622564,49,5501385,5501388,0
0,163676260,63,5501771,5501772,0
1,161570916,52,5501804,5501805,0
0,159482979,75,5501946,5501947,0
0,158436452,68,5501996,5501997,0
0,157384800,105,5502115,5502116,0
0,157382756,106,5502176,5502177,0
1,157378661,23,5502201,5502203,0
0,160532580,67,5502337,5502338,0
0,162629733,71,5502434,5502435,0
0,164725859,64,5502505,5502506,0
0,161582179,61,5502520,5502522,0
0,157384805,74,5502666,5502667,0
0,161582183,40,5502730,5502731,0
1,157379684,58,5502810,5502814,0
1,159473763,14,5502986,5502987,0
0,162629732,66,5502999,5503001,0
0,160533604,38,5503065,5503066,0
0,158434404,44,5503648,5503649,0
1,162623588,28,5503783,5503784,0
1,158425188,13,5503792,5503793,0
1,158425191,97,5504016,5504017,0
0,159485028,62,5504077,5504078,0
0,163678308,65,5504138,5504140,0
0,157384804,73,5504269,5504270,0
1,157378660,53,5504614,5504617,0
1,158426214,24,5505123,5505124,0
1,161570916,47,5505167,5505172,0
1,162619491,16,5505175,5505176,0
1,162622566,59,5505475,5505476,0
1,162622563,88,5505615,5505616,0
1,157379684,57,5506029,5506031,0
1,162622564,49,5506185,5506186,0
0,159485029,100,5506216,5506217,0
1,161570916,52,5506625,5506626,0
0,163676260,63,5506662,5506663,0
1,157378661,23,5506836,5506837,0
0,159482979,75,5506914,5506918,0
0,158436452,68,5506919,5506920,0
0,160532580,67,5507254,5507256,0
0,157384800,105,5507276,5507278,0
0,157382756,106,5507344,5507345,0
0,162629733,71,5507378,5507380,0
0,161582179,61,5507400,5507401,0
0,164725859,64,5507401,5507405,0
0,161582183,40,5507474,5507475,0
1,159473763,14,5507562,5507564,0
0,157384805,74,5507628,5507629,0
1,157379684,58,5507669,5507670,0
0,160533604,38,5507796,5507797,0
0,162629732,66,5507911,5507912,0
1,158425188,13,5508363,5508368,0
0,158434404,44,5508416,5508417,0
1,162623588,28,5508450,5508451,0
0,159485028,62,5508962,5508963,0
0,163678308,65,5509042,5509043,0
1,158425191,97,5509125,5509126,0
0,157384804,73,5509224,5509225,0
1,157378660,53,5509441,5509442,0
1,158426214,24,5509763,5509764,0
1,162619491,16,5509767,5509768,0
1,161570916,47,5509956,5509958,0
1,162622566,59,5510339,5510340,0
1,162622563,88,5510666,5510667,0
1,157379684,57,5510882,5510888,0
1,162622564,49,5510985,5510990,0
0,159485029,100,5511344,5511345,0
1,161570916,52,5511446,5511447,0
1,157378661,23,5511471,5511472,0
0,163676260,63,5511553,5511554,0
0,158436452,68,5511842,5511843,0
0,159482979,75,5511882,5511883,0
1,159473763,14,5512138,5512139,0
0,160532580,67,5512171,5512203,0
0,161582183,40,5512218,5512221,0
0,161582179,61,5512280,5512285,0
0,164725859,64,5512297,5512318,0
0,162629733,71,5512322,5512323,0
0,157384800,105,5512436,5512453,0
0,157382756,106,5512512,5512513,0
0,160533604,38,5512527,5512550,0
1,157379684,58,5512528,5512533,0
0,157384805,74,5512590,5512591,0
0,162629732,66,5512823,5512825,0
1,158425188,13,5512934,5512935,0
1,162623588,28,5513117,5513126,0
0,158434404,44,5513184,5513204,0
0,159485028,62,5513847,5513848,0
0,163678308,65,5513946,5513947,0
0,157384804,73,5514179,5514180,0
1,158425191,97,5514234,5514236,0
1,157378660,53,5514268,5514269,0
1,162619491,16,5514359,5514361,0
1,158426214,24,5514403,5514404,0
1,161570916,47,5514745,5514746,0
1,162622566,59,5515203,5515204,0
1,162622563,88,5515717,5515722,0
1,157379684,57,5515735,5515736,0
1,162622564,49,5515785,5515788,0
1,157378661,23,5516106,5516108,0
1,161570916,52,5516267,5516268,0
0,163676260,63,5516444,5516445,0
0,159485029,100,5516472,5516473,0
1,159473763,14,5516714,5516716,0
0,158436452,68,5516765,5516768,0
0,159482979,75,5516850,5516880,0
0,161582183,40,5516962,5517016,0
0,160532580,67,5517088,5517089,0
0,161582179,61,5517160,5517161,0
0,164725859,64,5517192,5517193,0
0,160533604,38,5517258,5517259,0
0,162629733,71,5517266,5517267,0
1,157379684,58,5517387,5517388,0
1,158425188,13,5517505,5517506,0
0,157384805,74,5517552,5517554,0
0,157384800,105,5517596,5517598,0
0,157382756,106,5517680,5517681,0
0,162629732,66,5517735,5517738,0
1,162623588,28,5517784,5517785,0
0,158434404,44,5517952,5517953,0
0,159485028,62,5518732,5518745,0
0,163678308,65,5518850,5518851,0
1,162619491,16,5518951,5518952,0
1,158426214,24,5519043,5519044,0
1,157378660,53,5519095,5519096,0
0,157384804,73,5519134,5519135,0
1,158425191,97,5519343,5519345,0
1,161570916,47,5519534,5519535,0
1,162622566,59,5520067,5520071,0
1,162622564,49,5520585,5520586,0
1,157379684,57,5520588,5520589,0
1,157378661,23,5520741,5520742,0
1,162622563,88,5520768,5520783,0
1,161570916,52,5521088,5521089,0
1,159473763,14,5521290,5521291,0
0,163676260,63,5521335,5521336,0
0,159485029,100,5521600,5521601,0
0,158436452,68,5521688,5521689,0
0,161582183,40,5521706,5521710,0
0,159482979,75,5521818,5521830,0
0,160533604,38,5521989,5521990,0
0,160532580,67,5522005,5522007,0
0,161582179,61,5522040,5522041,0
1,158425188,13,5522076,5522077,0
0,164725859,64,5522088,5522089,0
0,162629733,71,5522210,5522211,0
1,157379684,58,5522246,5522249,0
1,162623588,28,5522451,5522452,0
0,157384805,74,5522514,5522516,0
0,162629732,66,5522647,5522648,0
0,158434404,44,5522720,5522721,0
0,157384800,105,5522756,5522758,0
0,157382756,106,5522848,5522857,0
1,162619491,16,5523543,5523547,0
0,159485028,62,5523617,5523618,0
1,158426214,24,5523683,5523684,0
0,163678308,65,5523754,5523755,0
1,157378660,53,5523922,5523923,0
0,157384804,73,5524089,5524091,0
1,161570916,47,5524323,5524324,0
1,158425191,97,5524452,5524453,0
1,162622566,59,5524931,5524932,0
1,157378661,23,5525376,5525385,0
1,162622564,49,5525385,5525386,0
1,157379684,57,5525441,5525447,0
1,162622563,88,5525819,5525820,0
1,159473763,14,5525866,5526055,0
1,161570916,52,5525909,5525910,0
0,163676260,63,5526226,5526227,0
0,161582183,40,5526450,5526451,0
0,158436452,68,5526611,5526612,0
1,158425188,13,5526647,5526649,0
0,160533604,38,5526720,5526721,0
0,159485029,100,5526728,5526729,0
0,159482979,75,5526786,5526787,0
0,161582179,61,5526920,5526922,0
0,160532580,67,5526922,5526938,0
0,164725859,64,5526984,5526985,0
1,157379684,58,5527105,5527106,0
1,162623588,28,5527118,5527119,0
0,162629733,71,5527154,5527155,0
0,157384805,74,5527476,5527477,0
0,158434404,44,5527488,5527489,0
0,162629732,66,5527559,5527560,0
0,157384800,105,5527916,5527917,0
0,157382756,106,5528016,5528017,0
1,162619491,16,5528135,5528136,0
1,158426214,24,5528323,5528324,0
0,159485028,62,5528502,5528504,0
0,163678308,65,5528658,5528659,0
1,157378660,53,5528749,5528757,0
0,157384804,73,5529044,5529176,0
1,161570916,47,5529112,5529113,0
1,158425191,97,5529561,5529564,0
1,162622566,59,5529795,5529796,0
1,157378661,23,5530011,5530017,0
1,162622564,49,5530185,5530186,0
1,157379684,57,5530294,5530295,0
1,159473763,14,5530442,5530443,0
1,161570916,52,5530730,5530731,0
1,162622563,88,5530870,5530875,0
0,163676260,63,5531117,5531118,0
0,161582183,40,5531194,5531195,0
1,158425188,13,5531218,5531221,0
0,160533604,38,5531451,5531456,0
0,158436452,68,5531534,5531537,0
0,159482979,75,5531754,5531781,0
1,162623588,28,5531785,5531786,0
0,161582179,61,5531800,5531801,0
0,160532580,67,5531839,5531840,0
0,159485029,100,5531856,5531857,0
0,164725859,64,5531880,5531885,0
1,157379684,58,5531964,5531970,0
0,162629733,71,5532098,5532099,0
0,158434404,44,5532256,5532257,0
0,157384805,74,5532438,5532441,0
0,162629732,66,5532471,5532472,0
1,162619491,16,5532727,5532741,0
1,158426214,24,5532963,5532964,0
0,157384800,105,5533076,5533082,0
0,157382756,106,5533183,5533184,0
0,159485028,62,5533387,5533388,0
0,163678308,65,5533562,5533586,0
1,157378660,53,5533576,5533577,0
1,161570916,47,5533901,5533903,0
0,157384804,73,5533999,5534001,0
1,157378661,23,5534646,5534647,0
1,162622566,59,5534659,5534660,0
1,158425191,97,5534670,5534671,0
1,162622564,49,5534985,5535001,0
1,159473763,14,5535018,5535027,0
1,157379684,57,5535147,5535148,0
1,161570916,52,5535551,5535556,0
1,158425188,13,5535789,5535790,0
1,162622563,88,5535921,5535922,0
0,161582183,40,5535938,5535939,0
0,163676260,63,5536008,5536018,0
0,160533604,38,5536182,5536185,0
1,162623588,28,5536452,5536461,0
0,158436452,68,5536457,5536470,0
0,161582179,61,5536680,5536681,0
0,159482979,75,5536722,5536723,0
0,160532580,67,5536756,5536757,0
0,164725859,64,5536776,5536778,0
1,157379684,58,5536823,5536824,0
0,159485029,100,5536984,5536988,0
0,158434404,44,5537024,5537025,0
0,162629733,71,5537042,5537043,0
1,162619491,16,5537319,5537320,0
0,162629732,66,5537383,5537389,0
0,157384805,74,5537400,5537402,0
1,158426214,24,5537602,5537603,0
0,157384800,105,5538236,5538237,0
0,159485028,62,5538272,5538273,0
0,157382756,106,5538351,5538352,0
